,shhh.. Just listEn :)_A Rocket to the Moon
9160,pounds
9161,door
9162,opens
9163,eerie
9164,creak
9165,int
9166,attic
9167,day
9168,lydia
9169,pushed
9170,first
9171,looks
9172,around
9173,delia
9174,charles
9175,otho
9176,come
9177,next
9178,carefully
9179,one
9180,one
9181,straighten
9182,look
9183,around
9184,delia
9185,whisper
9186,lydia
9187,lydia
9188,shrugs
9189,looks
9190,around
9191,charles
9192,offhandedly
9193,answer
9194,mother
9195,lydia
9196,listen
9197,guys
9198,ghosts
9199,really
9200,nice
9201,people
9202,think
9203,scared
9204,let's
9205,leave
9206,alone
9207,okay
9208,charles
9209,suddenly
9210,transfixed
9211,stares
9212,model
9213,charles
9214,whole
9215,damn
9216,town
9217,gather
9218,around
9219,lydia
9220,little
9221,sad
9222,looks
9223,empty
9224,room
9225,model
9226,otho
9227,look
9228,detail
9229,delia
9230,look
9231,tiny
9232,figures
9233,charles
9234,look
9235,parking
9236,lydia
9237,come
9238,leave
9239,stuff
9240,alone
9241,otho
9242,they're
9243,lydia
9244,shakes
9245,head
9246,otho
9247,spots
9248,handbook
9249,palms
9250,delia
9251,never
9252,embarrassed
9253,gone
9254,good
9255,delia
9256,suddenly
9257,door
9258,urging
9259,outside
9260,delia
9261,continuing
9262,everyone
9263,they're
9264,somewhere
9265,want
9266,scare
9267,away
9268,come
9269,stay
9270,we've
9271,got
9272,work
9273,otho
9274,pockets
9275,handbook
9276,secretly
9277,everyone
9278,exits
9279,delia
9280,carefully
9281,closes
9282,door
9283,camera
9284,eases
9285,window
9286,see
9287,two
9288,pairs
9289,hands
9290,whiteknuckled
9291,gripping
9292,window
9293,sill
9294,outside
9295,ext
9296,house
9297,night
9298,barbara
9299,adam
9300,hanging
9301,outside
9302,window
9303,camera
9304,eases
9305,back
9306,see
9307,instead
9308,hanging
9309,house
9310,hanging
9311,ledge
9312,inferno
9313,inferno
9314,circles
9315,rosy
9316,hell
9317,several
9318,devilish
9319,monsters
9320,slaver
9321,hoping
9322,new
9323,meat
9324,furnace
9325,small
9326,geysers
9327,spurt
9328,foul
9329,gasses
9330,winds
9331,blow
9332,hard
9333,adam
9334,barbara
9335,struggle
9336,hold
9337,pull
9338,back
9339,window
9340,adam
9341,juno
9342,help
9343,juno
9344,nearly
9345,falling
9346,adam
9347,barely
9348,saves
9349,barbara
9350,finally
9351,make
9352,disappear
9353,window
9354,int
9355,attic
9356,landing
9357,night
9358,delia
9359,charles
9360,otho
9361,start
9362,stairs
9363,one
9364,one
9365,holding
9366,handrail
9367,delia
9368,lydia
9369,never
9370,forgive
9371,embarrassing
9372,front
9373,social
9374,inferiors
9375,help
9376,us
9377,ghosts
9378,sorry
9379,lydia
9380,i'm
9381,sorry
9382,already
9383,charles
9384,fixing
9385,otho
9386,let's
9387,get
9388,back
9389,business
9390,want
9391,get
9392,maxie
9393,dean
9394,sarah
9395,immediately
9396,make
9397,history
9398,i'm
9399,going
9400,turn
9401,sleepy
9402,little
9403,backward
9404,town
9405,leading
9406,supernatural
9407,research
9408,center
9409,amusement
9410,park
9411,lydia
9412,disgusted
9413,cannot
9414,believe
9415,charles
9416,delia
9417,cook
9418,delia
9419,glares
9420,charles
9421,continuing
9422,i'll
9423,bring
9424,wine
9425,business
9426,plan
9427,lydia
9428,bring
9429,ghosts
9430,lydia
9431,frustrated
9432,can't
9433,bring
9434,ghosts
9435,they're
9436,charles
9437,otho
9438,could
9439,actually
9440,something
9441,otho
9442,pats
9443,handbook
9444,coat
9445,perhaps
9446,properly
9447,motivated
9448,lydia
9449,that's
9450,slavery
9451,murder
9452,know
9453,they're
9454,nice
9455,people
9456,pov
9457,handrail
9458,walk
9459,downstairs
9460,lydia
9461,lags
9462,behind
9463,sullen
9464,lower
9465,end
9466,handrail
9467,lifts
9468,turns
9469,handrail
9470,become
9471,long
9472,fat
9473,diamondbacked
9474,snake
9475,unlike
9476,ever
9477,seen
9478,flashes
9479,terrifying
9480,steel
9481,teeth
9482,redfeathered
9483,comb
9484,turns
9485,hisses
9486,delia
9487,screams
9488,looks
9489,hand
9490,rail
9491,grips
9492,scaly
9493,throbbing
9494,dripping
9495,body
9496,snake
9497,snake
9498,gets
9499,longer
9500,nastier
9501,turns
9502,back
9503,air
9504,stairs
9505,toward
9506,tail
9507,circles
9508,delia
9509,spins
9510,like
9511,top
9512,stops
9513,snake
9514,gives
9515,big
9516,wet
9517,snake
9518,kiss
9519,snake
9520,snaps
9521,otho
9522,behind
9523,hurts
9524,snake
9525,rears
9526,spreads
9527,redcomb
9528,hisses
9529,loudly
9530,three
9531,fall
9532,trying
9533,escape
9534,snake
9535,hovers
9536,horribly
9537,grabs
9538,charles
9539,coils
9540,squeezes
9541,hard
9542,fearful
9543,face
9544,reddens
9545,suspends
9546,charles
9547,edge
9548,stairs
9549,snake
9550,we've
9551,come
9552,daughter
9553,chuck
9554,leers
9555,lydia
9556,drops
9557,charles
9558,like
9559,rock
9560,bannister
9561,charles
9562,screams
9563,snake
9564,grins
9565,terrified
9566,lydia
9567,snake
9568,rears
9569,back
9570,strike
9571,suddenly
9572,like
9573,thunder
9574,one
9575,word
9576,heard
9577,barbara
9578,betelgeuse
9579,betelgeuse
9580,betelgeuse
9581,snake
9582,looks
9583,familiar
9584,eyes
9585,top
9586,stairs
9587,stands
9588,angry
9589,barbara
9590,happens
9591,next
9592,almost
9593,fast
9594,eye
9595,see
9596,snake
9597,shrinks
9598,turns
9599,back
9600,regular
9601,mahogany
9602,hand
9603,rail
9604,betelgeuse
9605,outline
9606,whips
9607,stairs
9608,door
9609,gone
9610,like
9611,rocket
9612,betelgeuse
9613,rrratt
9614,shit
9615,otho
9616,delia
9617,rush
9618,downstairs
9619,lydia
9620,terrified
9621,runs
9622,away
9623,lydia
9624,hate
9625,thought
9626,friends
9627,barbara
9628,wait
9629,lydia
9630,screams
9631,runs
9632,stairs
9633,lydia
9634,screams
9635,hate
9636,slowly
9637,barbara
9638,returns
9639,attic
9640,int
9641,attic
9642,night
9643,adam
9644,barbara
9645,exhausted
9646,agitated
9647,adam
9648,great
9649,choice
9650,we've
9651,got
9652,get
9653,spend
9654,next
9655,century
9656,either
9657,hanging
9658,window
9659,parlor
9660,tricks
9661,adam
9662,working
9663,model
9664,town
9665,barbara
9666,pac
9667,ing
9668,adam
9669,maybe
9670,they'll
9671,leave
9672,snake
9673,pretty
9674,nasty
9675,customer
9676,barbara
9677,might
9678,hurt
9679,somebody
9680,adam
9681,we've
9682,got
9683,want
9684,model
9685,column
9686,water
9687,shoots
9688,high
9689,air
9690,adam
9691,rushes
9692,model
9693,looks
9694,int
9695,model
9696,day
9697,betelgeuse
9698,run
9699,beatup
9700,old
9701,pickup
9702,fire
9703,hydrant
9704,stands
9705,nearby
9706,hopping
9707,mad
9708,shakes
9709,fist
9710,adam
9711,betelgeuse
9712,pansyassed
9713,cretins
9714,dare
9715,coulda
9716,finished
9717,job
9718,attic
9719,barbara
9720,adam
9721,obviously
9722,disturbed
9723,look
9724,one
9725,another
9726,concern
9727,betelgeuse
9728,vo
9729,thin
9730,pip
9731,ing
9732,voice
9733,stop
9734,barbara
9735,like
9736,charles
9737,deetz
9738,particularly
9739,could
9740,killed
9741,betelgeuse
9742,hey
9743,i've
9744,bottled
9745,six
9746,hundred
9747,years
9748,every
9749,dog
9750,day
9751,town
9752,need
9753,night
9754,howl
9755,adam
9756,town
9757,betelgeuse
9758,wish
9759,nearly
9760,scored
9761,little
9762,blonde
9763,need
9764,short
9765,little
9766,queen
9767,angle
9768,angry
9769,barbara
9770,reaches
9771,model
9772,plucks
9773,betelgeuse
9774,barbara
9775,lifts
9776,toward
9777,squeezing
9778,slightly
9779,barbara
9780,leave
9781,alone
9782,horrid
9783,little
9784,prick
9785,closeup
9786,betelgeuse
9787,barbara's
9788,hand
9789,betelgeuse
9790,grins
9791,suddenly
9792,large
9793,spikes
9794,shoot
9795,body
9796,piercing
9797,skin
9798,barbara's
9799,palm
9800,fingers
9801,barbara's
9802,blood
9803,rich
9804,pink
9805,squeals
9806,releases
9807,evil
9808,spirit
9809,plum
9810,mets
9811,ext
9812,model
9813,day
9814,betelgeuse
9815,lands
9816,town
9817,common
9818,betelgeuse
9819,defiant
9820,betelgeuse
9821,go
9822,ahead
9823,make
9824,millenium
9825,angle
9826,hear
9827,tinny
9828,strains
9829,honky
9830,tonk
9831,angel
9832,street
9833,turns
9834,around
9835,follow
9836,betelgeuse
9837,burg
9838,got
9839,cathouse
9840,i'm
9841,getting
9842,anxious
9843,know
9844,mean
9845,six
9846,hundred
9847,years
9848,turns
9849,corner
9850,whorehouse
9851,women
9852,women
9853,demon
9854,horns
9855,hanging
9856,window
9857,beckoning
9858,betelgeuse
9859,rubs
9860,hands
9861,together
9862,swaggers
9863,inside
9864,int
9865,attic
9866,day
9867,barbara
9868,aghast
9869,watching
9870,barbara
9871,adam
9872,build
9873,whore
9874,house
9875,ever
9876,adam
9877,angle
9878,finish
9879,strong
9880,wind
9881,blows
9882,attic
9883,nearly
9884,knocking
9885,barbara
9886,adam
9887,close
9888,eyes
9889,gale
9890,open
9891,eyes
9892,they're
9893,longer
9894,attic
9895,they're
9896,int
9897,juno's
9898,outer
9899,office
9900,day
9901,cubicle
9902,much
9903,larger
9904,office
9905,miss
9906,argentina
9907,swishes
9908,receptionist
9909,god
9910,got
9911,steaming
9912,exits
9913,special
9914,workers
9915,place
9916,really
9917,really
9918,busy
9919,adam
9920,barbara
9921,sit
9922,wait
9923,juno
9924,storms
9925,sheaf
9926,papers
9927,sees
9928,steaming
9929,mad
9930,juno
9931,whorehouse
9932,idea
9933,want
9934,betelgeuse
9935,picture
9936,we've
9937,got
9938,serious
9939,talking
9940,barbara
9941,juno
9942,people
9943,really
9944,screwed
9945,received
9946,word
9947,allowed
9948,photographed
9949,let
9950,betelgeuse
9951,put
9952,back
9953,let
9954,otho
9955,get
9956,ahold
9957,handbook
9958,adam
9959,handbook
9960,juno
9961,continuing
9962,tirade
9963,never
9964,trust
9965,living
9966,cannot
9967,routine
9968,haunting
9969,like
9970,provide
9971,incontrovertible
9972,visual
9973,proof
9974,existence
9975,beyond
9976,death
9977,adam
9978,well
9979,know
9980,bunch
9981,football
9982,players
9983,follow
9984,juno
9985,like
9986,hungry
9987,dogs
9988,dumb
9989,hey
9990,coach
9991,where's
9992,men's
9993,room
9994,juno
9995,frustrated
9996,i'm
9997,coach
9998,survived
9999,dumb
10000,need
10001,men's
10002,room
10003,man
10004,coach
10005,let
10006,get
10007,what's
10008,curfew
10009,start
10010,squabbling
10011,juno
10012,wrangle
10013,another
10014,room
10015,juno
10016,frustrated
10017,i'll
10018,right
10019,back
10020,int
10021,kitchen
10022,day
10023,charles
10024,sits
10025,table
10026,small
10027,bandage
10028,head
10029,delia
10030,takes
10031,gucci
10032,belt
10033,whips
10034,chair
10035,absentmindedly
10036,delia
10037,feel
10038,like
10039,we've
10040,war
10041,charles
10042,charles
10043,least
10044,insofar
10045,first
10046,casualty
10047,delia
10048,otho'll
10049,know
10050,charles
10051,what's
10052,going
10053,viciously
10054,rearrange
10055,environment
10056,delia
10057,otho
10058,knows
10059,much
10060,supernatural
10061,knows
10062,interior
10063,design
10064,charles
10065,let's
10066,hope
10067,knows
10068,produce
10069,damn
10070,ghosts
10071,max
10072,sarah
10073,i've
10074,bought
10075,options
10076,property
10077,town
10078,need
10079,max's
10080,financing
10081,delia
10082,tell
10083,lydia
10084,charles
10085,delia
10086,think
10087,dissolve
10088,int
10089,lydia's
10090,bedroom
10091,day
10092,dark
10093,bedroom
10094,curtains
10095,closed
10096,dramatic
10097,opera
10098,music
10099,builds
10100,throughout
10101,lydia
10102,melodramatically
10103,dressed
10104,long
10105,black
10106,dress
10107,appears
10108,carrying
10109,candle
10110,softly
10111,crying
10112,sits
10113,dressing
10114,table
10115,candlelight
10116,shows
10117,writing
10118,paper
10119,begins
10120,dramatic
10121,letter
10122,lydia
10123,alone
10124,looks
10125,crumpling
10126,paper
10127,starts
10128,lydia
10129,continuing
10130,utterly
10131,alone
10132,sealed
10133,fate
10134,betrayal
10135,longer
10136,stand
10137,used
10138,like
10139,puppet
10140,two
10141,deceitful
10142,worlds
10143,time
10144,read
10145,gone
10146,jumped
10147,scratches
10148,lydia
10149,continuing
10150,plummeted
10151,winter
10152,river
10153,know
10154,longer
10155,toy
10156,petty
10157,feuds
10158,goodbye
10159,lydia
10160,tear
10161,falls
10162,paper
10163,folds
10164,puts
10165,envelope
10166,opera
10167,music
10168,builds
10169,continues
10170,int
10171,charles'
10172,office
10173,day
10174,lydia
10175,slowly
10176,makes
10177,copy
10178,suicide
10179,note
10180,green
10181,xerox
10182,light
10183,falls
10184,eerily
10185,sad
10186,face
10187,int
10188,hallway
10189,day
10190,lydia
10191,bottom
10192,attic
10193,stairs
10194,lydia's
10195,pov
10196,stairs
10197,door
10198,top
10199,look
10200,ominous
10201,starts
10202,upward
10203,int
10204,attic
10205,room
10206,day
10207,door
10208,opens
10209,lydia
10210,peers
10211,room
10212,empty
10213,lydia
10214,comes
10215,inside
10216,lydia
10217,hears
10218,something
10219,looks
10220,around
10221,room
10222,nothing
10223,lydia
10224,continuing
10225,mr
10226,mrs
10227,maitland
10228,i've
10229,come
10230,last
10231,time
10232,laying
10233,note
10234,table
10235,barb
10236,betelgeuse
10237,vo
10238,they're
10239,dead
10240,lydia
10241,looks
10242,around
10243,peers
10244,model
10245,betelgeuse
10246,vo
10247,continuing
10248,think
10249,small
10250,i'm
10251,talking
10252,ext
10253,model
10254,town
10255,building
10256,roof
10257,day
10258,tiny
10259,betelgeuse
10260,roof
10261,building
10262,wearing
10263,silk
10264,dressing
10265,gown
10266,looking
10267,like
10268,dragged
10269,self
10270,bed
10271,one
10272,horned
10273,whores
10274,nude
10275,sunbathing
10276,corner
10277,betelgeuse
10278,drapes
10279,blanket
10280,lydia's
10281,face
10282,looms
10283,enormous
10284,sky
10285,betelgeuse
10286,cookie
10287,dead
10288,dead
10289,deadski
10290,lydia
10291,course
10292,they're
10293,dead
10294,they're
10295,ghosts
10296,betelgeuse
10297,mean
10298,they've
10299,gone
10300,decamped
10301,split
10302,vanished
10303,lydia
10304,where'd
10305,go
10306,betelgeuse
10307,happy
10308,hunting
10309,ground
10310,cares
10311,lydia
10312,spirit
10313,betelgeuse
10314,sort
10315,high
10316,spirit
10317,heh
10318,heh
10319,listen
10320,cookie
10321,i've
10322,trapped
10323,burg
10324,hundreds
10325,years
10326,want
10327,get
10328,lydia
10329,want
10330,get
10331,betelgeuse
10332,side
10333,lydia
10334,think
10335,betelgeuse
10336,scheming
10337,quickly
10338,well
10339,yes
10340,course
10341,great
10342,meet
10343,greats
10344,james
10345,dean
10346,sid
10347,vicious
10348,lydia
10349,well
10350,can't
10351,worse
10352,life
10353,betelgeuse
10354,sinister
10355,encouraging
10356,that's
10357,right
10358,treat
10359,like
10360,scum
10361,bet
10362,lydia
10363,yeah
10364,betelgeuse
10365,can't
10366,help
10367,side
10368,here's
10369,simple
10370,say
10371,name
10372,three
10373,times
10374,that's
10375,i'll
10376,i'll
10377,bring
10378,style
10379,lydia
10380,know
10381,name
10382,betelgeuse
10383,minor
10384,problem
10385,rules
10386,can't
10387,tell
10388,know
10389,play
10390,charades
10391,lydia
10392,yes
10393,betelgeuse
10394,course
10395,holds
10396,two
10397,fingers
10398,v
10399,lydia
10400,two
10401,words
10402,betelgeuse
10403,holds
10404,one
10405,finger
10406,lydia
10407,continuing
10408,first
10409,word
10410,betelgeuse
10411,puts
10412,two
10413,fingers
10414,arm
10415,lydia
10416,continuing
10417,three
10418,syllables
10419,betelgeuse
10420,dummy
10421,two
10422,lydia
10423,fingers
10424,small
10425,can't
10426,see
10427,first
10428,word
10429,two
10430,syllables
10431,points
10432,behind
10433,lydia
10434,continuing
10435,know
10436,signal
10437,means
10438,betelgeuse
10439,means
10440,look
10441,behind
10442,bimbo
10443,angle
10444,lydia
10445,looks
10446,behind
10447,greet
10448,beetle
10449,size
10450,volkswagen
10451,crouching
10452,feathery
10453,antennae
10454,reach
10455,toward
10456,menacingly
10457,lydia
10458,yelps
10459,lydia
10460,beetle
10461,betelgeuse
10462,good
10463,girrrl
10464,pop
10465,beetle
10466,disappears
10467,betelgeuse
10468,holds
10469,two
10470,fingers
10471,lydia
10472,still
10473,shaken
10474,second
10475,word
10476,careful
10477,angle
10478,apprehensive
10479,jumps
10480,simple
10481,carton
10482,orange
10483,juice
10484,materializes
10485,orange
10486,juice
10487,pours
10488,ghostly
10489,glass
10490,lydia
10491,breakfast
10492,orange
10493,orange
10494,juice
10495,disappears
10496,shakes
10497,head
10498,lydia
10499,breakfast
10500,beetle
10501,beetle
10502,beetle
10503,fruit
10504,fruit
10505,bat
10506,fruit
10507,battle
10508,volkswagen
10509,fruit
10510,wagon
10511,betelgeuse
10512,good
10513,thing
10514,beautiful
10515,kid
10516,dumb
10517,betelgeuse
10518,signal
10519,put
10520,together
10521,lydia
10522,beetle
10523,juice
10524,betelgeuse
10525,jumping
10526,delight
10527,that's
10528,lydia
10529,name
10530,beetle
10531,juice
10532,yecch
10533,that's
10534,bad
10535,deeelia
10536,deeetz
10537,betelgeuse
10538,spelled
10539,different
10540,basically
10541,said
10542,twice
10543,one
10544,time
10545,i'll
10546,free
10547,sinister
10548,free
10549,lydia
10550,puzzled
10551,gets
10552,magnifying
10553,glass
10554,peers
10555,ugly
10556,face
10557,big
10558,glass
10559,betelgeuse
10560,jumps
10561,air
10562,robe
10563,parts
10564,see
10565,anything
10566,maybe
10567,lydia
10568,lydia
10569,god
10570,anatomically
10571,correct
10572,betelgeuse
10573,say
10574,lydia
10575,recognizing
10576,something
10577,snake
10578,right
10579,know
10580,betelgeuse
10581,got
10582,say
10583,lydia
10584,take
10585,orders
10586,smurfs
10587,betelgeuse
10588,how'd
10589,like
10590,married
10591,king
10592,lydia
10593,get
10594,betelgeuse
10595,continuing
10596,elvis
10597,boasting
10598,know
10599,ever
10600,since
10601,came
10602,like
10603,crosses
10604,fingers
10605,arrange
10606,say
10607,name
10608,one
10609,time
10610,thinks
10611,one
10612,shakes
10613,head
10614,lydia
10615,need
10616,talk
10617,barbara
10618,betelgeuse
10619,smiles
10620,betelgeuse
10621,well
10622,cookie
10623,say
10624,name
10625,get
10626,rubbing
10627,horny
10628,little
10629,hands
10630,together
10631,much
10632,lydia
10633,walks
10634,around
10635,thinking
10636,moment
10637,lydia
10638,else
10639,say
10640,int
10641,juno's
10642,office
10643,day
10644,juno
10645,staring
10646,hard
10647,juno
10648,yes
10649,want
10650,deetzes
10651,adam
10652,barbara
10653,betelgeuse
10654,juno
10655,forget
10656,he'll
10657,remain
10658,whores
10659,someone
10660,calls
10661,need
10662,worry
10663,people
10664,like
10665,otho
10666,lot
10667,phony
10668,trance
10669,mediums
10670,usually
10671,can't
10672,make
10673,formulas
10674,work
10675,otho
10676,stumbles
10677,right
10678,words
10679,handbook
10680,could
10681,hurt
10682,exorcism
10683,look
10684,puzzled
10685,juno
10686,continuing
10687,plain
10688,english
10689,that's
10690,death
10691,dead
10692,care
10693,takes
10694,get
10695,pretty
10696,that's
10697,death
10698,adam
10699,stands
10700,go
10701,juno
10702,continuing
10703,wait
10704,minute
10705,let's
10706,see
10707,going
10708,look
10709,juno
10710,juno
10711,continuing
10712,scare
10713,want
10714,make
10715,sure
10716,silly
10717,parlor
10718,trick
10719,barbara
10720,looks
10721,adam
10722,adam
10723,i'll
10724,hard
10725,part
10726,hon
10727,adam
10728,reluctantly
10729,pulls
10730,face
10731,contorts
10732,living
10733,breathing
10734,horror
10735,juno
10736,even
10737,little
10738,repulsed
10739,juno
10740,bad
10741,bad
10742,go
10743,ahead
10744,angle
10745,reluctantly
10746,face
10747,minor
10748,version
10749,adam's
10750,horror
10751,juno
10752,continuing
10753,okay
10754,look
10755,great
10756,go
10757,clean
10758,house
10759,forget
10760,photographs
10761,damned
10762,handbook
10763,angle
10764,barbara
10765,adam
10766,slowly
10767,stand
10768,walk
10769,door
10770,barbaramonster
10771,looks
10772,back
10773,pleadingly
10774,football
10775,players
10776,flood
10777,juno's
10778,office
10779,one
10780,particularly
10781,dumb
10782,player
10783,revelation
10784,he's
10785,pretty
10786,grisly
10787,maybe
10788,sat
10789,close
10790,engine
10791,particularly
10792,dumb
10793,player
10794,coach
10795,coach
10796,think
10797,survived
10798,crash
10799,barbara
10800,adam
10801,look
10802,continue
10803,door
10804,outside
10805,juno's
10806,office
10807,enter
10808,long
10809,dark
10810,hallway
10811,suddenly
10812,find
10813,standing
10814,front
10815,lydia's
10816,room
10817,adam
10818,monster
10819,looks
10820,barbaramonster
10821,grabs
10822,door
10823,knob
10824,stops
10825,tears
10826,fall
10827,sad
10828,ghostly
10829,face
10830,barbara
10831,adam
10832,can't
10833,like
10834,little
10835,girl
10836,adammonster
10837,late
10838,sometimes
10839,things
10840,work
10841,way
10842,honey
10843,barbaramonster
10844,rebel
10845,something
10846,we'll
10847,stay
10848,room
10849,i'll
10850,read
10851,build
10852,model
10853,come
10854,rushes
10855,stairs
10856,toward
10857,attic
10858,follows
10859,adammonster
10860,wait
10861,can't
10862,honey
10863,house
10864,gets
10865,door
10866,grabs
10867,handle
10868,barbara
10869,want
10870,lydia
10871,throws
10872,open
10873,door
10874,int
10875,attic
10876,day
10877,lydia
10878,standing
10879,model
10880,say
10881,betelgeuse's
10882,name
10883,lydia
10884,okay
10885,beetle
10886,j
10887,barbaramonster
10888,horrified
10889,screams
10890,barbaramonster
10891,lydia
10892,stop
10893,adammonster
10894,runs
10895,grab
10896,lydia
10897,terrified
10898,screams
10899,adammonster
10900,say
10901,betelgeuse
10902,say
10903,rat
10904,shit
10905,betelgeuse
10906,slips
10907,roof
10908,patch
10909,thorny
10910,bushes
10911,int
10912,attic
10913,night
10914,lydia
10915,screams
10916,adammonster
10917,tries
10918,calm
10919,lydia
10920,struggles
10921,thinking
10922,attacked
10923,runs
10924,door
10925,smack
10926,barbaramonster
10927,barbara
10928,catches
10929,frightens
10930,lydia
10931,even
10932,barbara
10933,holds
10934,onto
10935,struggles
10936,barbara
10937,monster
10938,slowly
10939,changes
10940,back
10941,regular
10942,barbara
10943,lydia
10944,sees
10945,hugs
10946,like
10947,mother
10948,daughter
10949,adam
10950,slowly
10951,returning
10952,smiles
10953,slightly
10954,scene
10955,betelgeuse
10956,os
10957,lilylivered
10958,bleeding
10959,hearts
10960,barbara
10961,i'm
10962,sorry
10963,frightened
10964,lydia
10965,beetle
10966,jui
10967,barbara
10968,quickly
10969,puts
10970,hand
10971,mouth
10972,lydia
10973,continuing
10974,said
10975,let
10976,would
10977,take
10978,side
10979,find
10980,barbara
10981,lydia
10982,we're
10983,dead
10984,lydia
10985,want
10986,dead
10987,barbara
10988,shocked
10989,lydia
10990,lydia
10991,pause
10992,dramatically
10993,real
10994,life
10995,unliveable
10996,barbara
10997,hugs
10998,fumbles
10999,words
11000,unusual
11001,situation
11002,dead
11003,person
11004,talking
11005,live
11006,person
11007,killing
11008,rocks
11009,lydia
11010,little
11011,barbara
11012,looks
11013,adam
11014,barbara
11015,lydia
11016,believe
11017,know
11018,hard
11019,stuff
11020,going
11021,whether
11022,alive
11023,dead
11024,flat
11025,there's
11026,food
11027,colors
11028,can't
11029,smell
11030,flowers
11031,thinking
11032,knew
11033,know
11034,we'd
11035,careful
11036,adam
11037,style
11038,dead
11039,receptionist
11040,little
11041,accident
11042,lydia
11043,looks
11044,barbara
11045,lovingly
11046,barbara
11047,never
11048,let
11049,beetlejuice
11050,never
11051,besides
11052,looking
11053,adam
11054,we're
11055,thinking
11056,letting
11057,everyone
11058,stay
11059,father
11060,mother
11061,stay
11062,lydia
11063,smiles
11064,says
11065,slowly
11066,step
11067,mother
11068,adammonster
11069,sure
11070,huffs
11071,around
11072,little
11073,trying
11074,change
11075,back
11076,adam
11077,except
11078,nose
11079,remains
11080,like
11081,beak
11082,minute
11083,finally
11084,changes
11085,lydia
11086,barbara
11087,laugh
11088,angle
11089,without
11090,noticing
11091,lydia
11092,otho
11093,charles
11094,push
11095,door
11096,grab
11097,model
11098,take
11099,door
11100,adam
11101,beside
11102,know
11103,barbara
11104,stops
11105,taking
11106,action
11107,adam
11108,going
11109,lydia
11110,really
11111,know
11112,adam
11113,looks
11114,suspiciously
11115,lydia
11116,continuing
11117,really
11118,i'll
11119,go
11120,find
11121,runs
11122,door
11123,barbara
11124,careful
11125,int
11126,hallway
11127,night
11128,lydia
11129,runs
11130,hallway
11131,dining
11132,room
11133,int
11134,dining
11135,room
11136,night
11137,lydia
11138,walks
11139,presentation
11140,progress
11141,sitting
11142,around
11143,table
11144,otho
11145,maxie
11146,delia
11147,sarah
11148,dean
11149,looks
11150,around
11151,lydia
11152,hoping
11153,ghosts
11154,sarah
11155,heavily
11156,made
11157,smells
11158,bad
11159,lydia's
11160,photos
11161,sheeted
11162,ghosts
11163,blown
11164,standing
11165,nearby
11166,easel
11167,charles
11168,model
11169,pointer
11170,lost
11171,midsentence
11172,charles
11173,short
11174,i've
11175,got
11176,options
11177,buy
11178,enough
11179,main
11180,street
11181,control
11182,city
11183,council
11184,hundred
11185,years
11186,prices
11187,i'm
11188,talking
11189,fell
11190,apart
11191,tomorrow
11192,move
11193,sell
11194,arabs
11195,still
11196,come
11197,i've
11198,talked
11199,ed
11200,cornwall
11201,wax
11202,museum
11203,thanksgiving
11204,park
11205,ed's
11206,man
11207,made
11208,talking
11209,jesse
11210,jackson
11211,statue
11212,i've
11213,got
11214,museum
11215,dedicated
11216,great
11217,moments
11218,paranormal
11219,parenthetically
11220,dcon
11221,wants
11222,right
11223,start
11224,insect
11225,zoo
11226,old
11227,hardware
11228,store
11229,seeing
11230,lydia
11231,lydia
11232,finally
11233,decide
11234,join
11235,us
11236,give
11237,oily
11238,smile
11239,charles
11240,honey
11241,finishing
11242,first
11243,phase
11244,presentation
11245,little
11246,project
11247,we'll
11248,take
11249,stretch
11250,invite
11251,friends
11252,meet
11253,friends
11254,sarah
11255,gets
11256,maxie's
11257,attention
11258,unable
11259,contain
11260,excitement
11261,silently
11262,urges
11263,get
11264,ghosts
11265,sarah
11266,yet
11267,maxie
11268,yes
11269,charles
11270,let's
11271,cut
11272,bullcorn
11273,we're
11274,see
11275,ghosts
11276,whole
11277,ghost
11278,town
11279,museum
11280,like
11281,follows
11282,train
11283,got
11284,engine
11285,let's
11286,see
11287,goddamned
11288,engine
11289,everyone
11290,looks
11291,lydia
11292,lydia
11293,they're
11294,anymore
11295,charles
11296,smiling
11297,apologetically
11298,nonsense
11299,every
11300,time
11301,says
11302,paint
11303,peels
11304,wild
11305,creature
11306,tries
11307,kill
11308,us
11309,sarah
11310,motioning
11311,we've
11312,got
11313,pictures
11314,lydia
11315,lydia
11316,really
11317,said
11318,might
11319,come
11320,back
11321,us
11322,could
11323,live
11324,peace
11325,agreed
11326,tease
11327,make
11328,silly
11329,tricks
11330,sarah
11331,disappointed
11332,goes
11333,maxie
11334,delia
11335,takes
11336,delia
11337,become
11338,little
11339,emotional
11340,counseling
11341,relying
11342,rely
11343,professionals
11344,otho
11345,whole
11346,room
11347,turns
11348,otho
11349,scribbling
11350,thing
11351,mumbling
11352,charles
11353,still
11354,otho
11355,otho
11356,looks
11357,missed
11358,question
11359,delia
11360,still
11361,otho
11362,otho
11363,oh
11364,they're
11365,still
11366,they're
11367,showing
11368,charles
11369,they're
11370,probably
11371,guilty
11372,delia
11373,people
11374,ruthless
11375,maxie
11376,care
11377,guilt
11378,want
11379,see
11380,charles
11381,otho
11382,otho
11383,tricky
11384,think
11385,handle
11386,dramatically
11387,produces
11388,handbook
11389,lydia
11390,lydia
11391,begins
11392,think
11393,scene
11394,shifts
11395,another
11396,point
11397,view
11398,lydia
11399,wait
11400,minute
