,Song Name,Artist,Words count,Year,Bin
541,The Word,The Beatles,100,1965,60s
542,God's Plan,Drake,183,2018,2010s
543,I've Just Seen a Face,The Beatles,95,1965,60s
544,This Years Love,David Gray,127,1999,90s
545,Josie,blink-182,209,1998,90s
546,Jealous Guy,John Lennon,89,1971,70s
547,Into You,Ariana Grande,228,2016,2010s
548,Lean on Me,Bill Withers,133,1972,70s
549,What's Love Got to Do With It,Tina Turner,140,1984,80s
550,I Really Like You,Carly Rae Jepsen,246,2015,2010s
551,You Got Me,The Roots,366,1999,90s
553,You're Still the One,Shania Twain,157,1998,90s
554,Kiss Me,Ed Sheeran,148,2011,2010s
555,Addicted to You,Avicii,94,2013,2010s
556,You Are the Sunshine of My Life,Stevie Wonder,72,1972,70s
557,Mint Car,The Cure,108,1996,90s
558,I Just Can't Stop Loving You,Michael Jackson,186,1987,80s
559,Slow It Down,The Lumineers,104,2012,2010s
560,I Should Have Known Better,The Beatles,74,1964,60s
561,Thirty-Three,The Smashing Pumpkins,105,1995,90s
562,Talking to the Moon,Bruno Mars,105,2010,2010s
563,Love of My Life,Queen,67,1975,70s
564,Tenerife Sea,Ed Sheeran,114,2014,2010s
565,Right Here Waiting,Richard Marx,90,1989,80s
566,A Case of You,Joni Mitchell,130,1971,70s
567,She's Always a Woman,Billy Joel,100,1977,70s
568,Just The Way You Are,Billy Joel,94,1977,70s
569,All My Life,K-Ci & JoJo,117,1998,90s
570,I Believe I Can Fly,R. Kelly,156,1996,90s
571,Paper Bag,Fiona Apple,176,1999,90s
572,All I Want Is You,U2,66,1988,80s
573,The Warmth,Incubus,91,1999,90s
574,Stay,Rihanna,140,2013,2010s
575,Small Bump,Ed Sheeran,150,2012,2010s
576,Mess Is Mine,Vance Joy,102,2014,2010s
577,XO,Beyoncé,152,2013,2010s
578,Without You,Mariah Carey,106,1993,90s
579,My Sweet Prince,Placebo,99,1998,90s
580,Last Night I Dreamt That Somebody Loved Me,The Smiths,40,1987,80s
581,I Need You,The Beatles,76,1965,60s
582,Stripped,Depeche Mode,95,1986,80s
583,Your Love,Nicki Minaj,295,2010,2010s
584,It's Only Love,The Beatles,40,1965,60s
585,Mine,Taylor Swift,201,2010,2010s
586,This Must Be the Place (Naive Melody),Talking Heads,110,1983,80s
587,When You're Gone,The Cranberries,87,1996,90s
588,Love Never Felt So Good,Michael Jackson,197,2014,2010s
589,Unconditionally,Katy Perry,94,2013,2010s
590,Love Is a Laserquest,Arctic Monkeys,95,2011,2010s
591,Firestone,Kygo,123,2014,2010s
592,Nothin' on You (feat. Bruno Mars),B.o.B,346,2010,2010s
593,It Will Rain,Bruno Mars,160,2011,2010s
594,All Out of Love,Air Supply,153,1980,80s
595,Neon,John Mayer,121,1999,90s
596,I Belong to You,Lenny Kravitz,84,1998,90s
597,When You Say Nothing at All,Ronan Keating,129,1999,90s
598,Maybe I'm Amazed,Paul McCartney,111,1970,70s
599,Lost In The World,Kanye West,250,2010,2010s
600,For You Blue,The Beatles,66,1970,70s
601,The Morning,The Weeknd,305,2011,2010s
602,Baby Can I Hold You,Tracy Chapman,70,1988,80s
603,Perfect,Ed Sheeran,135,2017,2010s
604,Ladies and Gentlemen We Are Floating in Space,Spiritualized,79,1997,90s
605,Home,Phillip Phillips,88,2012,2010s
606,"Perhaps, Perhaps, Perhaps",Cake,68,1996,90s
607,You'll Be In My Heart,Phil Collins,108,1999,90s
608,After Hours,The Velvet Underground,104,1969,60s
609,Next to Me,Emeli Sandé,155,2012,2010s
610,Stop Me If You Think You've Heard This One Before,The Smiths,118,1987,80s
611,Passionfruit,Drake,130,2017,2010s
612,That's the Way Love Goes,Janet Jackson,319,1993,90s
613,I'll Be There,The Jackson 5,111,1970,70s
614,What's My Name?,Rihanna,370,2010,2010s
615,The Writer,Ellie Goulding,161,2010,2010s
616,Shine,Benjamin Francis Leftwich,121,2011,2010s
617,No Ordinary Love,Sade,123,1992,90s
618,I Knew You Were Trouble,Taylor Swift,195,2012,2010s
619,Hey Now,London Grammar,45,2013,2010s
620,Across the Sea,Weezer,152,1996,90s
621,I'll Be Back,The Beatles,82,1964,60s
622,Crazy Love,Van Morrison,132,1970,70s
623,Often,The Weeknd,320,2014,2010s
624,Sacrifice,Elton John,101,1989,80s
625,She's the One,Robbie Williams,92,1999,90s
626,"New Person, Same Old Mistakes",Tame Impala,206,2015,2010s
627,Yes I'm Changing,Tame Impala,113,2015,2010s
628,Hounds of Love,Kate Bush,128,1986,80s
629,Mountain At My Gates,Foals,151,2015,2010s
630,Please Forgive Me,David Gray,98,1998,90s
631,Soul Love,David Bowie,94,1972,70s
632,I'm Happy Just to Dance with You,The Beatles,99,1964,60s
633,Cigarette Daydreams,Cage the Elephant,125,2013,2010s
634,Body Electric,Lana Del Rey,195,2012,2010s
635,Songbird,Fleetwood Mac,50,1977,70s
636,Higher Love,James Vincent McMorrow,133,2011,2010s
637,Renegades,X Ambassadors,184,2015,2010s
638,Dead Sea,The Lumineers,174,2012,2010s
639,Stars,Simply Red,123,1991,90s
640,I'll Make Love to You,Boyz II Men,179,1994,90s
641,Cupid De Locke,The Smashing Pumpkins,78,1995,90s
642,Amazed,Lonestar,120,1999,90s
643,Falling for You,Weezer,162,1996,90s
644,Champagne From a Paper Cup,Death Cab for Cutie,50,1997,90s
645,If You Leave Me Now,Chicago,92,1976,70s
646,Only Love Can Break Your Heart,Neil Young,85,1970,70s
647,Futile Devices,Sufjan Stevens,56,2010,2010s
648,Everything You Want,Vertical Horizon,150,1999,90s
649,Ex-Factor,Lauryn Hill,281,1998,90s
650,Love,The Smashing Pumpkins,110,1995,90s
651,Violently Happy,Björk,86,1993,90s
652,Into My Arms,Nick Cave & The Bad Seeds,83,1997,90s
653,"You're the First, the Last, My Everything",Barry White,136,1974,70s
654,Not Like the Movies,Katy Perry,123,2010,2010s
655,Hungry Eyes,Eric Carmen,100,1987,80s
656,This Love (Will Be Your Downfall),Ellie Goulding,93,2010,2010s
657,I Have Nothing,Whitney Houston,127,1992,90s
658,SING,My Chemical Romance,195,2010,2010s
659,Foolish Games,Jewel,125,1997,90s
660,Sail Away,David Gray,96,1998,90s
661,My Love Is Your Love,Whitney Houston,284,1999,90s
662,Mean,Taylor Swift,186,2010,2010s
663,Lay Me Down,Sam Smith,93,2014,2010s
664,I Hope That I Don't Fall in Love With You,Tom Waits,118,1973,70s
665,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,417,2015,2010s
666,Love Is All,The Tallest Man on Earth,125,2010,2010s
667,Walk Away,Ben Harper,109,1994,90s
668,P.S. I Love You,The Beatles,67,1962,60s
669,Come to Me,Björk,49,1993,90s
670,Back to December,Taylor Swift,213,2010,2010s
671,Do You Want to Know a Secret,The Beatles,91,1963,60s
672,Pitseleh,Elliott Smith,61,1998,90s
673,Luna,The Smashing Pumpkins,74,1993,90s
674,Stand by Me,John Lennon,46,1975,70s
675,The Lady in Red,Chris de Burgh,116,1986,80s
676,One Thing,One Direction,159,2011,2010s
677,2 Become 1,Spice Girls,196,1996,90s
678,Till There Was You,The Beatles,51,1963,60s
679,Please Forgive Me,Bryan Adams,210,1993,90s
680,Half of My Heart,John Mayer,188,2010,2010s
681,Mistletoe,Justin Bieber,146,2011,2010s
682,Every Night,Imagine Dragons,189,2012,2010s
683,Secret Smile,Semisonic,62,1988,80s
684,End of the Road,Boyz II Men,332,1992,90s
685,Turn,Travis,106,1999,90s
686,Song for Zula,Phosphorescent,135,2013,2010s
687,A Letter To Elise,The Cure,156,1992,90s
688,My Cherie Amour,Stevie Wonder,101,1969,60s
689,Gold Soundz,Pavement,99,1994,90s
690,Call Out My Name,The Weeknd,155,2018,2010s
691,Apartment,Young the Giant,82,2012,2010s
692,Baby It's You,The Beatles,177,1963,60s
693,Back to You,John Mayer,67,1999,90s
694,The Fragile,Nine Inch Nails,96,1999,90s
695,Criminal,Britney Spears,176,2011,2010s
696,Like Someone in Love,Björk,65,1993,90s
697,Your Love Is King,Sade,135,1984,80s
698,Little Things,One Direction,143,2012,2010s
699,I'm Your Man,Leonard Cohen,121,1988,80s
700,Cupid,Sam Cooke,100,1961,60s
701,Red,Taylor Swift,166,2012,2010s
702,Oblivion,Bastille,58,2014,2010s
703,The Power of Love,Frankie Goes to Hollywood,146,1984,80s
704,Forever,Ben Harper,79,1994,90s
705,I Just Don't Think I'll Ever Get Over You,Colin Hay,93,1998,90s
706,See You Soon,Coldplay,68,1999,90s
707,Adore You,Miley Cyrus,90,2013,2010s
708,One More Night,Phil Collins,162,1985,80s
709,Killing Me Softly With His Song,Roberta Flack,185,1973,70s
710,Anna (Go to Him),The Beatles,81,1963,60s
711,Energy,Drake,287,2015,2010s
712,The Shrine / An Argument,Fleet Foxes,138,2011,2010s
713,It Won't Be Long,The Beatles,100,1963,60s
714,The Lady in My Life,Michael Jackson,242,1982,80s
715,Show Me the Meaning of Being Lonely,Backstreet Boys,126,1999,90s
716,Big Girls Cry,Sia,153,2014,2010s
717,Falling,Florence + the Machine,100,2011,2010s
718,A Taste of Honey,The Beatles,55,1963,60s
719,Atlas Hands,Benjamin Francis Leftwich,84,2011,2010s
720,"Lights Out, Words Gone",Bombay Bicycle Club,142,2012,2010s
721,In the Name of Love,Martin Garrix,161,2016,2010s
722,Bel Air,Lana Del Rey,130,2012,2010s
723,Love Is All Around,Wet Wet Wet,110,1994,90s
724,Live While We're Young,One Direction,264,2012,2010s
725,Hungover,Ke$ha,143,2010,2010s
726,Breathe,Faith Hill,118,1999,90s
727,Wings,Birdy,108,2013,2010s
728,The Longest Time,Billy Joel,147,1983,80s
729,Shadowboxer,Fiona Apple,116,1996,90s
730,Like I Can,Sam Smith,119,2014,2010s
731,Kiss You,One Direction,185,2012,2010s
732,Wish You Were Here,Avril Lavigne,151,2011,2010s
733,Why,Annie Lennox,122,1992,90s
734,Same Old Love,Selena Gomez,232,2015,2010s
735,Sweetest Kill,Broken Social Scene,106,1991,90s
736,The Heart Wants What It Wants,Selena Gomez,202,2014,2010s
737,You Really Got a Hold on Me,The Beatles,84,1963,60s
738,Purple Rain,Prince & The Revolution,125,1984,80s
739,If Not for You,Bob Dylan,62,1970,70s
740,King of Anything,Sara Bareilles,180,2010,2010s
741,Parachute,Cheryl Cole,170,2010,2010s
742,Born to Make You Happy,Britney Spears,190,1999,90s
743,You Were Meant For Me,Jewel,155,1996,90s
744,At My Most Beautiful,R.E.M.,67,1998,90s
745,Ain't Nobody (Loves Me Better),Felix Jaehn,174,2015,2010s
746,Coffee,Sylvan Esso,147,2014,2010s
747,Sorry Seems to Be the Hardest Word,Elton John,71,1976,70s
748,Wildest Moments,Jessie Ware,135,2012,2010s
749,I Knew I Loved You,Savage Garden,90,1999,90s
750,Overgrown,James Blake,102,2013,2010s
751,Love,John Lennon,36,1970,70s
752,Home Again,Michael Kiwanuka,112,2011,2010s
753,Hold Me Tight,The Beatles,91,1963,60s
755,Goodbye Kiss,Kasabian,138,2012,2010s
756,One,Ed Sheeran,133,2014,2010s
757,Wake Me Up,Ed Sheeran,178,2011,2010s
758,Aeroplane,Björk,54,1993,90s
759,In Your Eyes,Peter Gabriel,212,1986,80s
760,Figure 8,Ellie Goulding,85,2012,2010s
761,I'll Be,Edwin McCain,136,1997,90s
762,Medicine,Daughter,41,2011,2010s
763,Trying to Be Cool,Phoenix,97,2013,2010s
764,When I Look at You,Miley Cyrus,100,2010,2010s
765,All I've Got to Do,The Beatles,60,1963,60s
766,Kill Your Heroes,Awolnation,138,2012,2010s
767,Who Says,Selena Gomez & the Scene,247,2011,2010s
768,Love Somebody,Maroon 5,175,2013,2010s
769,Over My Dead Body,Drake,326,2011,2010s
770,My All,Mariah Carey,102,1997,90s
771,Me vs. Maradona vs. Elvis,Brand New,149,2013,2010s
772,Without You,Harry Nilsson,84,1971,70s
773,Because You Loved Me,Céline Dion,152,1996,90s
774,Marry Me,Train,98,2010,2010s
775,Kill V. Maim,Grimes,176,2015,2010s
776,Crazy for You,Madonna,122,1985,80s
777,I Melt with You,Modern English,179,1982,80s
778,Sure Thing,Miguel,244,2010,2010s
779,You And Your Heart,Jack Johnson,94,2010,2010s
780,A Spoonful Weighs a Ton,The Flaming Lips,41,1999,90s
781,Un-Thinkable (I'm Ready),Alicia Keys,171,2010,2010s
782,Beautiful,The Smashing Pumpkins,97,1995,90s
783,Smile,Avril Lavigne,152,2011,2010s
784,Can't Take My Eyes Off of You,Lauryn Hill,180,1998,90s
785,Give in to Me,Michael Jackson,154,1991,90s
786,Miss You Love,Silverchair,119,1999,90s
787,Talk Dirty (feat. 2 Chainz),Jason Derülo,251,2013,2010s
788,I'm Waiting for the Day,The Beach Boys,98,1966,60s
789,Every Little Thing,The Beatles,67,1964,60s
790,Saving All My Love for You,Whitney Houston,112,1985,80s
791,"Say You, Say Me",Lionel Richie,101,1985,80s
792,Vincent,Don McLean,158,1971,70s
793,Not Over You,Gavin DeGraw,134,2011,2010s
794,Greatest Love of All,Whitney Houston,142,1986,80s
795,Waltz #1,Elliott Smith,36,1998,90s
796,"Archie, Marry Me",Alvvays,83,2014,2010s
797,Gorilla,Bruno Mars,227,2013,2010s
798,Controlla,Drake,233,2016,2010s
799,Cool Girl,Tove Lo,208,2016,2010s
800,Fair,Remy Zero,99,1998,90s
801,Somebody to Love,Justin Bieber,218,2010,2010s
802,Me and My Broken Heart,Rixton,209,2014,2010s
803,In Your Light,Gotye,152,2011,2010s
804,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,114,2015,2010s
805,There She Goes,Sixpence None the Richer,61,1999,90s
806,April 8th,Neutral Milk Hotel,56,1996,90s
807,Flapper Girl,The Lumineers,132,2012,2010s
808,The Sound,The 1975,202,2016,2010s
809,Stickshifts And Safetybelts,Cake,58,1996,90s
810,Real Love,Mary J. Blige,244,1992,90s
811,Wild Is the Wind,David Bowie,88,1976,70s
812,Sextape,Deftones,82,2010,2010s
813,#1 Crush,Garbage,92,1996,90s
814,Why Am I the One,fun.,207,2012,2010s
815,The Book of Love,The Magnetic Fields,61,1999,90s
816,No Name No. 5,Elliott Smith,54,1997,90s
817,Will You Be There,Michael Jackson,155,1991,90s
818,Save Me,Aimee Mann,98,1999,90s
819,The Air That I Breathe,The Hollies,97,1972,70s
820,Now,Paramore,190,2013,2010s
821,Jesus to a Child,George Michael,132,1996,90s
822,Spending My Time,Roxette,151,1991,90s
823,When We Dance,Sting,133,1994,90s
824,You Look So Fine,Garbage,119,1999,90s
825,Always on My Mind,Willie Nelson,67,1982,80s
826,May This Be Love,Jimi Hendrix,41,1967,60s
827,Kiss It Better,Rihanna,263,2016,2010s
828,Shots,Imagine Dragons,239,2015,2010s
829,If You Don't Know Me by Now,Simply Red,103,1989,80s
830,To Sheila,The Smashing Pumpkins,101,1998,90s
831,#41,Dave Matthews Band,87,1996,90s
832,Losing You,Solange,132,2012,2010s
833,Lovin' You,Minnie Riperton,154,1975,70s
834,Father Figure,George Michael,136,1987,80s
835,Legend,Drake,217,2015,2010s
836,I Don't Want Love,The Antlers,45,2011,2010s
837,Love Like Crazy,Lee Brice,143,2010,2010s
838,Somebody To Love - Remastered 2011,Queen,254,2018,2010s
839,Girl,Jamie xx,176,2014,2010s
840,Dance Me to the End of Love,Leonard Cohen,108,1984,80s
841,Dancing with Tears in My Eyes,Ke$ha,145,2010,2010s
842,Woman in Love,Barbra Streisand,93,1980,80s
843,One in a Million,Aaliyah,202,1996,90s
844,Save Me,Gotye,61,2012,2010s
845,Black Flies,Ben Howard,95,2011,2010s
846,Not a Bad Thing,Justin Timberlake,225,2013,2010s
847,Beneath Your Beautiful,Labrinth,181,2012,2010s
848,The Rip Tide,Beirut,47,2011,2010s
849,Swagger Jagger,Cher Lloyd,185,2011,2010s
850,Lily (My One And Only),The Smashing Pumpkins,75,1995,90s
851,Stephen,Ke$ha,163,2010,2010s
852,Say Something Loving,The xx,169,2017,2010s
853,Here Today,The Beach Boys,109,1966,60s
854,Here with Me,The Killers,115,2012,2010s
855,Shelter,Birdy,69,2011,2010s
856,(They Long to Be) Close to You,Carpenters,96,1970,70s
857,(Just Like) Starting Over,John Lennon,149,1980,80s
858,Enchanted,Taylor Swift,184,2010,2010s
859,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,211,2012,2010s
860,I Was Here,Beyoncé,109,2011,2010s
861,Desire,Years & Years,113,2014,2010s
862,Kiss Of Life,Sade,133,1992,90s
863,She's Like the Wind,Patrick Swayze,125,1987,80s
864,Va Va Voom,Nicki Minaj,284,2012,2010s
865,Night Changes,One Direction,157,2014,2010s
866,All Too Well,Taylor Swift,203,2012,2010s
867,I Miss You,Beyoncé,96,2011,2010s
868,Here's to Never Growing Up,Avril Lavigne,290,2013,2010s
869,Speak Now,Taylor Swift,195,2010,2010s
870,Highway Unicorn (Road to Love),Lady Gaga,187,2011,2010s
871,I Remember,Yeasayer,72,2010,2010s
872,Gypsy,Shakira,153,2010,2010s
873,Secret Garden,Bruce Springsteen,83,1995,90s
874,Reborn,Kids See Ghosts,371,2018,2010s
875,The Messenger,Linkin Park,60,2010,2010s
876,Realiti,Grimes,186,2015,2010s
877,I Got You,Jack Johnson,92,2013,2010s
878,This Is Love,will.i.am,218,2012,2010s
879,Cherish,Madonna,260,1989,80s
880,Loft Music,The Weeknd,248,2011,2010s
881,You & Me (feat. Eliza Doolittle),Disclosure,139,2013,2010s
882,Sweet Lady,Tyrese,247,1998,90s
883,"Gone, Gone, Gone",Phillip Phillips,201,2013,2010s
884,Brand New Day,Sting,326,1999,90s
885,Mandy,Barry Manilow,124,1974,70s
886,Nobody Does It Better,Carly Simon,76,1977,70s
887,10 Bands,Drake,275,2015,2010s
888,Join Me,Him,114,1999,90s
889,Bad Wings,The Glitch Mob,1,2010,2010s
890,Forget Her,Jeff Buckley,113,1994,90s
891,I Care,Beyoncé,125,2012,2010s
892,Supersymmetry,Arcade Fire,74,2013,2010s
893,Just a Kiss,Lady Antebellum,141,2011,2010s
894,Blue Beard,Band of Horses,78,2010,2010s
895,I Just Want to Make Love to You,Etta James,101,1960,60s
896,The First Taste,Fiona Apple,105,1996,90s
897,Generator ^ First Floor,Freelance Whales,37,2010,2010s
898,...Ready For It?,Taylor Swift,207,2017,2010s
899,Lady of the Flowers,Placebo,65,1996,90s
900,Buckets of Rain,Bob Dylan,80,1975,70s
901,I Never Told You,Colbie Caillat,112,2010,2010s
902,Your Bruise,Death Cab for Cutie,45,1998,90s
903,I Swear,All-4-One,142,1994,90s
904,Crush,Dave Matthews Band,132,1998,90s
905,The First Cut Is The Deepest,Cat Stevens,133,1967,60s
906,Drunk on Love,Rihanna,150,2011,2010s
907,Sweet Love,Anita Baker,164,1986,80s
908,I Follow You,Melody's Echo Chamber,70,2012,2010s
909,It's All Coming Back to Me Now,Céline Dion,229,1996,90s
910,I Walked,Sufjan Stevens,128,2010,2010s
911,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,74,2012,2010s
912,Lover,Taylor Swift,114,2019,2010s
913,Swish Swish,Katy Perry,271,2017,2010s
914,After the Moment,Craft Spells,78,2011,2010s
915,Motorcycle Drive By,Third Eye Blind,176,1997,90s
916,Hold Up,Beyoncé,281,2016,2010s
917,Winter,Daughter,99,2013,2010s
918,In My Blood,Shawn Mendes,131,2018,2010s
919,You're the Inspiration,Chicago,106,1984,80s
920,Ink,Coldplay,78,2014,2010s
921,In These Arms,Bon Jovi,178,1992,90s
922,The Biggest Lie,Elliott Smith,56,1995,90s
923,Sweet Jane,Cowboy Junkies,92,1988,80s
924,Let Her Cry,Hootie & The Blowfish,186,1994,90s
925,Company,Justin Bieber,125,2016,2010s
926,Prototype,OutKast,252,2018,2010s
927,You and Me,The Cranberries,81,1999,90s
928,Technicolour Beat,Oh Wonder,179,2015,2010s
929,Mind Games,John Lennon,110,1973,70s
930,Right Action,Franz Ferdinand,82,2013,2010s
931,Everything Has Changed,Taylor Swift,258,2012,2010s
932,After the Love Has Gone,"Earth, Wind & Fire",179,1979,70s
933,My Wandering Days Are Over,Belle and Sebastian,173,1996,90s
934,I Belong in Your Arms,Chairlift,99,2012,2010s
935,Sirens,Pearl Jam,143,2013,2010s
936,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,386,1993,90s
937,Stuck on You,Lionel Richie,101,1984,80s
938,Only the Young,Brandon Flowers,131,2010,2010s
939,I Can't Make You Love Me,Bonnie Raitt,76,1991,90s
940,Somebody,Depeche Mode,96,1984,80s
941,I Don't Want to Get Over You,The Magnetic Fields,77,1999,90s
942,This Will Be Our Year,The Zombies,82,1968,60s
943,Birthday,The Sugarcubes,73,1987,80s
944,I Think I'm in Love,Spiritualized,153,1997,90s
945,To the Moon & Back,Savage Garden,166,1996,90s
946,Heart of Stone,The Rolling Stones,121,1964,60s
947,Impossible,Shontelle,164,2010,2010s
948,Daphne Descends,The Smashing Pumpkins,85,1998,90s
949,Love Ridden,Fiona Apple,78,1999,90s
950,All My Little Words,The Magnetic Fields,95,1999,90s
951,Loud Places (feat. Romy),Jamie xx,103,2015,2010s
952,From Time,Drake,346,2013,2010s
953,Love Is Blindness,U2,82,1991,90s
954,Cherokee,Cat Power,115,2012,2010s
955,Punchdrunk Lovesick Singalong,Radiohead,53,1994,90s
956,Ne me quitte pas,Jacques Brel,291,1972,70s
957,For You,Angus & Julia Stone,98,2010,2010s
958,Beautiful Freak,Eels,71,1996,90s
959,A Sunday Kind of Love,Etta James,113,1960,60s
960,Songbird,Eva Cassidy,48,1997,90s
961,Everybody Here Wants You,Jeff Buckley,135,1998,90s
962,Sweet Surrender,Sarah McLachlan,75,1998,90s
963,Who You Love,John Mayer,130,2013,2010s
964,A Year Without Rain,Selena Gomez & the Scene,181,2010,2010s
965,Glory of Love,Peter Cetera,111,1986,80s
966,Fire Meet Gasoline,Sia,237,2014,2010s
967,She'll Come Back To Me,Cake,58,1996,90s
968,Love Is Strong,The Rolling Stones,120,1994,90s
969,Let My Baby Stay,Mac DeMarco,76,2014,2010s
970,To Binge (Feat. Little Dragon),Gorillaz,117,2010,2010s
971,Dear Future Husband,Meghan Trainor,205,2014,2010s
972,Drawn to the Blood,Sufjan Stevens,43,2015,2010s
973,Absolute Beginners,David Bowie,98,1986,80s
974,Vision of Love,Mariah Carey,82,1990,90s
975,Begin Again,Taylor Swift,156,2012,2010s
976,I Know,Fiona Apple,83,1999,90s
977,Green Aisles,Real Estate,78,2011,2010s
978,Lozenge Of Love,Radiohead,24,1994,90s
979,Halcyon,Ellie Goulding,138,2012,2010s
980,Coming Up Roses,Elliott Smith,72,1995,90s
981,I Know You Care,Ellie Goulding,114,2012,2010s
982,I Won't Let You Go,James Morrison,129,2011,2010s
983,Jasmine (Demo),Jai Paul,121,2012,2010s
984,You're Gonna Make Me Lonesome When You Go,Bob Dylan,146,1975,70s
985,What Becomes Of The Brokenhearted,Jimmy Ruffin,124,1966,60s
986,Summer Romance (Anti-Gravity Love Song),Incubus,91,1997,90s
987,She,Elvis Costello,99,1999,90s
988,Lost On You,LP,127,2015,2010s
989,This Year's Love,David Gray,127,1999,90s
990,Say You Love Me,Jessie Ware,127,2014,2010s
992,Me and Mrs. Jones,Billy Paul,146,1972,70s
993,Hanging On,Active Child,47,2011,2010s
994,Let Love Rule,Lenny Kravitz,116,1989,80s
995,Save Me,Nicki Minaj,125,2010,2010s
996,Rhythm of Love,Plain White T's,158,2010,2010s
997,All by Myself,Eric Carmen,60,1975,70s
998,Five String Serenade,Mazzy Star,19,1993,90s
999,To Your Love,Fiona Apple,111,1999,90s
1000,Shine,Years & Years,187,2015,2010s
1001,All I Have to Give,Backstreet Boys,174,1998,90s
1002,Pity Party,Melanie Martinez,224,2015,2010s
1003,Honestly?,American Football,34,1999,90s
1004,Are You Gonna Kiss Me or Not,Thompson Square,138,2010,2010s
1005,Is It Wicked Not to Care?,Belle and Sebastian,95,1998,90s
1006,Caught a Long Wind,Feist,75,2011,2010s
1007,Tee Shirt,Birdy,70,2014,2010s
1008,The Only Hope for Me Is You,My Chemical Romance,130,2010,2010s
1009,Come Together,Spiritualized,76,1998,90s
1010,Possession,Sarah McLachlan,122,1993,90s
1011,The Way I Feel Inside,The Zombies,59,1965,60s
1012,Bright,Echosmith,141,2015,2010s
1013,No Regrets,Robbie Williams,155,1998,90s
1014,Fall at Your Feet,Crowded House,83,1991,90s
1015,Where I Wanna Be,Donell Jones,174,1999,90s
1016,yeah right,Joji,153,2018,2010s
1017,Check Yes Or No,George Strait,123,1995,90s
1018,Dirty Dream Number Two,Belle and Sebastian,108,1998,90s
1019,Queen of California,John Mayer,80,2012,2010s
1020,No Woman,Whitney,62,2016,2010s
1021,The Power Of Love,Céline Dion,119,1993,90s
1022,Never Say Goodbye,Bon Jovi,150,1987,80s
1024,Oh My Love,John Lennon,62,1971,70s
1025,I Found A Reason,The Velvet Underground,140,1970,70s
1026,One Sweet Day,Mariah Carey,181,1995,90s
1027,#9 Dream,John Lennon,141,1974,70s
1028,Weak,SWV,222,1993,90s
1029,Get Gone,Fiona Apple,157,1999,90s
1030,Here Comes My Baby,Cat Stevens,109,1967,60s
1031,Fill Your Heart,David Bowie,99,1971,70s
1032,I Will Remember You,Sarah McLachlan,144,1995,90s
1033,I Will Always Love You,Dolly Parton,47,1973,70s
1034,Save The Best For Last,Vanessa Williams,105,1992,90s
1035,Love Is Stronger Than Pride,Sade,96,1988,80s
1036,Sad Songs And Waltzes,Cake,70,1996,90s
1037,I Won't Share You,The Smiths,89,1987,80s
1038,Turn Your Lights Down Low,Bob Marley & The Wailers,124,1977,70s
1039,The Look Of Love,Dusty Springfield,83,1967,60s
1040,Trouble,Metronomy,101,2011,2010s
1041,The Promise,When In Rome,127,1987,80s
1042,For Me This Is Heaven,Jimmy Eat World,77,1998,90s
1043,Girls/Girls/Boys,Panic! at the Disco,155,2013,2010s
1044,From This Moment On,Shania Twain,114,1998,90s
1045,Somethin' Stupid,Frank Sinatra,106,1967,60s
1046,I Know Places,Taylor Swift,153,2014,2010s
1047,You're a God,Vertical Horizon,103,1999,90s
1048,Jealous,Labrinth,143,2014,2010s
1049,On Bended Knee,Boyz II Men,243,1994,90s
1050,Gorgeous,Taylor Swift,205,2017,2010s
1051,Raining In Baltimore,Counting Crows,121,1993,90s
1052,Between Two Points (feat. Swan),The Glitch Mob,54,2010,2010s
1053,Arms,Christina Perri,143,2011,2010s
1054,Alice,Avril Lavigne,72,2010,2010s
1055,Nightmusic (feat. Majical Cloudz),Grimes,168,2012,2010s
1056,Suzy Lee,The White Stripes,63,1999,90s
1057,"For Emily, Whenever I May Find Her",Simon & Garfunkel,46,1966,60s
1058,Treat Her Better,Mac DeMarco,98,2014,2010s
1059,Own It,Drake,202,2013,2010s
1060,Be Still,The Killers,115,2012,2010s
1061,Just The Way You Are,Barry White,104,1978,70s
1062,Anytime,Brian McKnight,80,1997,90s
1063,We All Want Love,Rihanna,156,2012,2010s
1064,Candy,Robbie Williams,204,2012,2010s
1065,I'm in Here,Sia,96,2010,2010s
1066,Mama,Spice Girls,187,1997,90s
1067,How Do I Live,LeAnn Rimes,118,1997,90s
1068,Absolutely Cuckoo,The Magnetic Fields,116,1999,90s
1069,You & I,One Direction,127,2013,2010s
1070,Treacherous,Taylor Swift,126,2012,2010s
1071,Let It Down,George Harrison,74,1970,70s
1072,Always Remember Us This Way,Lady Gaga,138,2018,2010s
1073,Ours,Taylor Swift,149,2010,2010s
1074,Always Somewhere,Scorpions,75,1979,70s
1075,Superstar,Carpenters,79,1971,70s
1076,Kill for Love,Chromatics,78,2011,2010s
1077,This Woman's Work,Kate Bush,113,1988,80s
1078,One Moment in Time,Whitney Houston,74,1988,80s
1079,4th Dimension,Kids See Ghosts,223,2018,2010s
1080,Hours,FKA twigs,133,2014,2010s
